sis_municipio_id,sis_estado_id,sis_municipio_ibge,sis_municipio_descricao
1342,15,2508109,LAGOA
1343,15,2508208,"LAGOA DE DENTRO"
1344,15,2508307,"LAGOA SECA"
1345,15,2508406,LASTRO
1346,15,2508505,LIVRAMENTO
1347,15,2508554,LOGRADOURO
1348,15,2508604,LUCENA
1349,15,2508703,"MÃE D'ÁGUA"
1350,15,2508802,MALTA
1351,15,2508901,MAMANGUAPE
1352,15,2509008,MANAÍRA
1353,15,2509057,MARCAÇÃO
1354,15,2509107,MARI
1355,15,2509156,MARIZÓPOLIS
1356,15,2509206,MASSARANDUBA
1357,15,2509305,MATARACA
1358,15,2509339,MATINHAS
1359,15,2509370,"MATO GROSSO"
1360,15,2509396,MATURÉIA
1361,15,2509404,MOGEIRO
1362,15,2509503,MONTADAS
1363,15,2509602,"MONTE HOREBE"
1364,15,2509701,MONTEIRO
1365,15,2509800,MULUNGU
1366,15,2509909,NATUBA
1367,15,2510006,NAZAREZINHO
1368,15,2510105,"NOVA FLORESTA"
1369,15,2510204,"NOVA OLINDA"
1370,15,2510303,"NOVA PALMEIRA"
1371,15,2510402,"OLHO D'ÁGUA"
1372,15,2510501,OLIVEDOS
1373,15,2510600,"OURO VELHO"
1374,15,2510659,PARARI
1375,15,2510709,PASSAGEM
1376,15,2510808,PATOS
1377,15,2510907,PAULISTA
1378,15,2511004,"PEDRA BRANCA"
1379,15,2511103,"PEDRA LAVRADA"
1380,15,2511202,"PEDRAS DE FOGO"
1381,15,2511301,PIANCÓ
1382,15,2511400,PICUÍ
1383,15,2511509,PILAR
1384,15,2511608,PILÕES
1385,15,2511707,PILÕEZINHOS
1386,15,2511806,PIRPIRITUBA
1387,15,2511905,PITIMBU
1388,15,2512002,POCINHOS
1389,15,2512036,"POÇO DANTAS"
1390,15,2512077,"POÇO DE JOSÉ DE MOURA"
1391,15,2512101,POMBAL
1392,15,2512200,PRATA
1393,15,2512309,"PRINCESA ISABEL"
1394,15,2512408,PUXINANÃ
1395,15,2512507,QUEIMADAS
1396,15,2512606,QUIXABÁ
1397,15,2512705,REMÍGIO
1398,15,2512721,"PEDRO RÉGIS"
1399,15,2512747,RIACHÃO
1400,15,2512754,"RIACHÃO DO BACAMARTE"
1401,15,2512762,"RIACHÃO DO POÇO"
1402,15,2512788,"RIACHO DE SANTO ANTÔNIO"
1403,15,2512804,"RIACHO DOS CAVALOS"
1404,15,2512903,"RIO TINTO"
1405,15,2513000,SALGADINHO
1406,15,2513109,"SALGADO DE SÃO FÉLIX"
1407,15,2513158,"SANTA CECÍLIA"
1408,15,2513208,"SANTA CRUZ"
1409,15,2513307,"SANTA HELENA"
1410,15,2513356,"SANTA INÊS"
1411,15,2513406,"SANTA LUZIA"
1412,15,2513505,"SANTANA DE MANGUEIRA"
1413,15,2513604,"SANTANA DOS GARROTES"
1414,15,2513653,SANTARÉM
1415,15,2513703,"SANTA RITA"
1416,15,2513802,"SANTA TERESINHA"
1417,15,2513851,"SANTO ANDRÉ"
1418,15,2513901,"SÃO BENTO"
1419,15,2513927,"SÃO BENTINHO"
1420,15,2513943,"SÃO DOMINGOS DO CARIRI"
1421,15,2513968,"SÃO DOMINGOS DE POMBAL"
1422,15,2513984,"SÃO FRANCISCO"
1423,15,2514008,"SÃO JOÃO DO CARIRI"
1424,15,2514107,"SÃO JOÃO DO TIGRE"
1425,15,2514206,"SÃO JOSÉ DA LAGOA TAPADA"
1426,15,2514305,"SÃO JOSÉ DE CAIANA"
1427,15,2514404,"SÃO JOSÉ DE ESPINHARAS"
1428,15,2514453,"SÃO JOSÉ DOS RAMOS"
1429,15,2514503,"SÃO JOSÉ DE PIRANHAS"
1430,15,2514552,"SÃO JOSÉ DE PRINCESA"
1431,15,2514602,"SÃO JOSÉ DO BONFIM"
1432,15,2514651,"SÃO JOSÉ DO BREJO DO CRUZ"
1433,15,2514701,"SÃO JOSÉ DO SABUGI"
1434,15,2514800,"SÃO JOSÉ DOS CORDEIROS"
1435,15,2514909,"SÃO MAMEDE"
1436,15,2515005,"SÃO MIGUEL DE TAIPU"
1437,15,2515104,"SÃO SEBASTIÃO DE LAGOA DE ROÇA"
1438,15,2515203,"SÃO SEBASTIÃO DO UMBUZEIRO"
1439,15,2515302,SAPÉ
1440,15,2515401,SERIDÓ
1441,15,2515500,"SERRA BRANCA"
1442,15,2515609,"SERRA DA RAIZ"
1443,15,2515708,"SERRA GRANDE"
1444,15,2515807,"SERRA REDONDA"
1445,15,2515906,SERRARIA
1446,15,2515930,SERTÃOZINHO
1447,15,2515971,SOBRADO
1448,15,2516003,SOLÂNEA
1449,15,2516102,SOLEDADE
1450,15,2516151,SOSSÊGO
1451,15,2516201,SOUSA
1452,15,2516300,SUMÉ
1453,15,2516409,"CAMPO DE SANTANA"
1454,15,2516508,TAPEROÁ
1455,15,2516607,TAVARES
1456,15,2516706,TEIXEIRA
1457,15,2516755,TENÓRIO
1458,15,2516805,TRIUNFO
1459,15,2516904,UIRAÚNA
1460,15,2517001,UMBUZEIRO
1461,15,2517100,VÁRZEA
1462,15,2517209,VIEIRÓPOLIS
1463,15,2517407,ZABELÊ
1464,17,2600054,"ABREU E LIMA"
1465,17,2600104,"AFOGADOS DA INGAZEIRA"
1466,17,2600203,AFRÂNIO
1467,17,2600302,AGRESTINA
1468,17,2600401,"ÁGUA PRETA"
1469,17,2600500,"ÁGUAS BELAS"
1470,17,2600609,ALAGOINHA
1471,17,2600708,ALIANÇA
1472,17,2600807,ALTINHO
1473,17,2600906,AMARAJI
1474,17,2601003,ANGELIM
1475,17,2601052,ARAÇOIABA
1476,17,2601102,ARARIPINA
1477,17,2601201,ARCOVERDE
1478,17,2601300,"BARRA DE GUABIRABA"
1479,17,2601409,BARREIROS
1480,17,2601508,"BELÉM DE MARIA"
1481,17,2601607,"BELÉM DE SÃO FRANCISCO"
1482,17,2601706,"BELO JARDIM"
1483,17,2601805,BETÂNIA
1484,17,2601904,BEZERROS
1485,17,2602001,BODOCÓ
1486,17,2602100,"BOM CONSELHO"
1487,17,2602209,"BOM JARDIM"
1488,17,2602308,BONITO
1489,17,2602407,BREJÃO
1490,17,2602506,BREJINHO
1491,17,2602605,"BREJO DA MADRE DE DEUS"
1492,17,2602704,"BUENOS AIRES"
1493,17,2602803,BUÍQUE
1494,17,2602902,"CABO DE SANTO AGOSTINHO"
1495,17,2603009,CABROBÓ
1496,17,2603108,CACHOEIRINHA
1497,17,2603207,CAETÉS
1498,17,2603306,CALÇADO
1499,17,2603405,CALUMBI
1500,17,2603454,CAMARAGIBE
1501,17,2603504,"CAMOCIM DE SÃO FÉLIX"
1502,17,2603603,CAMUTANGA
1503,17,2603702,CANHOTINHO
1504,17,2603801,CAPOEIRAS
1505,17,2603900,CARNAÍBA
1506,17,2603926,"CARNAUBEIRA DA PENHA"
1507,17,2604007,CARPINA
1508,17,2604106,CARUARU
1509,17,2604155,CASINHAS
1510,17,2604205,CATENDE
1511,17,2604304,CEDRO
1512,17,2604403,"CHÃ DE ALEGRIA"
1513,17,2604502,"CHÃ GRANDE"
1514,17,2604601,CONDADO
1515,17,2604700,CORRENTES
1516,17,2604809,CORTÊS
1517,17,2604908,CUMARU
1518,17,2605004,CUPIRA
1519,17,2605103,CUSTÓDIA
1520,17,2605152,DORMENTES
1521,17,2605202,ESCADA
1522,17,2605301,EXU
1523,17,2605400,"FEIRA NOVA"
1524,17,2605459,"FERNANDO DE NORONHA"
1525,17,2605509,FERREIROS
1526,17,2605608,FLORES
1527,17,2605707,FLORESTA
1528,17,2605806,"FREI MIGUELINHO"
1529,17,2605905,GAMELEIRA
1530,17,2606002,GARANHUNS
1531,17,2606101,"GLÓRIA DO GOITÁ"
1532,17,2606200,GOIANA
1533,17,2606309,GRANITO
1534,17,2606408,GRAVATÁ
1535,17,2606507,IATI
1536,17,2606606,IBIMIRIM
1537,17,2606705,IBIRAJUBA
1538,17,2606804,IGARASSU
1539,17,2606903,IGUARACI
1540,17,2607000,INAJÁ
1541,17,2607109,INGAZEIRA
1542,17,2607208,IPOJUCA
1543,17,2607307,IPUBI
1544,17,2607406,ITACURUBA
1545,17,2607505,ITAÍBA
1546,17,2607604,"ILHA DE ITAMARACÁ"
1547,17,2607653,ITAMBÉ
1548,17,2607703,ITAPETIM
1549,17,2607752,ITAPISSUMA
1550,17,2607802,ITAQUITINGA
1551,17,2607901,"JABOATÃO DOS GUARARAPES"
1552,17,2607950,JAQUEIRA
1553,17,2608008,JATAÚBA
1554,17,2608057,JATOBÁ
1555,17,2608107,"JOÃO ALFREDO"
1556,17,2608206,"JOAQUIM NABUCO"
1557,17,2608255,JUCATI
1558,17,2608305,JUPI
1559,17,2608404,JUREMA
1560,17,2608453,"LAGOA DO CARRO"
1561,17,2608503,"LAGOA DO ITAENGA"
1562,17,2608602,"LAGOA DO OURO"
1563,17,2608701,"LAGOA DOS GATOS"
1564,17,2608750,"LAGOA GRANDE"
1565,17,2608800,LAJEDO
1566,17,2608909,LIMOEIRO
1567,17,2609006,MACAPARANA
1568,17,2609105,MACHADOS
1569,17,2609154,MANARI
1570,17,2609204,MARAIAL
1571,17,2609303,MIRANDIBA
1572,17,2609402,MORENO
1573,17,2609501,"NAZARÉ DA MATA"
1574,17,2609600,OLINDA
1575,17,2609709,OROBÓ
1576,17,2609808,OROCÓ
1577,17,2609907,OURICURI
1578,17,2610004,PALMARES
1579,17,2610103,PALMEIRINA
1580,17,2610202,PANELAS
1581,17,2610301,PARANATAMA
1582,17,2610400,PARNAMIRIM
1583,17,2610509,PASSIRA
1584,17,2610608,PAUDALHO
1585,17,2610707,PAULISTA
1586,17,2610806,PEDRA
1587,17,2610905,PESQUEIRA
1588,17,2611002,PETROLÂNDIA
1589,17,2611101,PETROLINA
1590,17,2611200,POÇÃO
1591,17,2611309,POMBOS
1592,17,2611408,PRIMAVERA
1593,17,2611507,QUIPAPÁ
1594,17,2611533,QUIXABA
1595,17,2611606,RECIFE
1596,17,2611705,"RIACHO DAS ALMAS"
1597,17,2611804,RIBEIRÃO
1598,17,2611903,"RIO FORMOSO"
1599,17,2612000,SAIRÉ
1600,17,2612109,SALGADINHO
1601,17,2612208,SALGUEIRO
1602,17,2612307,SALOÁ
1603,17,2612406,SANHARÓ
1604,17,2612455,"SANTA CRUZ"
1605,17,2612471,"SANTA CRUZ DA BAIXA VERDE"
1606,17,2612505,"SANTA CRUZ DO CAPIBARIBE"
1607,17,2612554,"SANTA FILOMENA"
1608,17,2612604,"SANTA MARIA DA BOA VISTA"
1609,17,2612703,"SANTA MARIA DO CAMBUCÁ"
1610,17,2612802,"SANTA TEREZINHA"
1611,17,2612901,"SÃO BENEDITO DO SUL"
1612,17,2613008,"SÃO BENTO DO UNA"
1613,17,2613107,"SÃO CAITANO"
1614,17,2613206,"SÃO JOÃO"
1615,17,2613305,"SÃO JOAQUIM DO MONTE"
1616,17,2613404,"SÃO JOSÉ DA COROA GRANDE"
1617,17,2613503,"SÃO JOSÉ DO BELMONTE"
1618,17,2613602,"SÃO JOSÉ DO EGITO"
1619,17,2613701,"SÃO LOURENÇO DA MATA"
1620,17,2613800,"SÃO VICENTE FERRER"
1621,17,2613909,"SERRA TALHADA"
1622,17,2614006,SERRITA
1623,17,2614105,SERTÂNIA
1624,17,2614204,SIRINHAÉM
1625,17,2614303,MOREILÂNDIA
1626,17,2614402,SOLIDÃO
1627,17,2614501,SURUBIM
1628,17,2614600,TABIRA
1629,17,2614709,TACAIMBÓ
1630,17,2614808,TACARATU
1631,17,2614857,TAMANDARÉ
1632,17,2615003,"TAQUARITINGA DO NORTE"
1633,17,2615102,TEREZINHA
1634,17,2615201,"TERRA NOVA"
1635,17,2615300,TIMBAÚBA
1636,17,2615409,TORITAMA
1637,17,2615508,TRACUNHAÉM
1638,17,2615607,TRINDADE
1639,17,2615706,TRIUNFO
1640,17,2615805,TUPANATINGA
1641,17,2615904,TUPARETAMA
1642,17,2616001,VENTUROSA
1643,17,2616100,VERDEJANTE
1644,17,2616183,"VERTENTE DO LÉRIO"
1645,17,2616209,VERTENTES
1646,17,2616308,VICÊNCIA
1647,17,2616407,"VITÓRIA DE SANTO ANTÃO"
1648,17,2616506,XEXÉU
1649,2,2700102,"ÁGUA BRANCA"
1650,2,2700201,ANADIA
1651,2,2700300,ARAPIRACA
1652,2,2700409,ATALAIA
1653,2,2700508,"BARRA DE SANTO ANTÔNIO"
1654,2,2700607,"BARRA DE SÃO MIGUEL"
1655,2,2700706,BATALHA
1656,2,2700805,BELÉM
1657,2,2700904,"BELO MONTE"
1658,2,2701001,"BOCA DA MATA"
1659,2,2701100,BRANQUINHA
1660,2,2701209,CACIMBINHAS
1661,2,2701308,CAJUEIRO
1662,2,2701357,CAMPESTRE
1663,2,2701407,"CAMPO ALEGRE"
1664,2,2701506,"CAMPO GRANDE"
1665,2,2701605,CANAPI
1666,2,2701704,CAPELA
1667,2,2701803,CARNEIROS
1668,2,2701902,"CHÃ PRETA"
1669,2,2702009,"COITÉ DO NÓIA"
1670,2,2702108,"COLÔNIA LEOPOLDINA"
1671,2,2702207,"COQUEIRO SECO"
1672,2,2702306,CORURIPE
1673,2,2702355,CRAÍBAS
1674,2,2702405,"DELMIRO GOUVEIA"
1675,2,2702504,"DOIS RIACHOS"
1676,2,2702553,"ESTRELA DE ALAGOAS"
1677,2,2702603,"FEIRA GRANDE"
1678,2,2702702,"FELIZ DESERTO"
1679,2,2702801,FLEXEIRAS
1680,2,2702900,"GIRAU DO PONCIANO"
1681,2,2703007,IBATEGUARA
1682,2,2703106,IGACI
1683,2,2703205,"IGREJA NOVA"
1684,2,2703304,INHAPI
1685,2,2703403,"JACARÉ DOS HOMENS"
1686,2,2703502,JACUÍPE
1687,2,2703601,JAPARATINGA
1688,2,2703700,JARAMATAIA
1689,2,2703759,"JEQUIÁ DA PRAIA"
1690,2,2703809,"JOAQUIM GOMES"
1691,2,2703908,JUNDIÁ
1692,2,2704005,JUNQUEIRO
1693,2,2704104,"LAGOA DA CANOA"
1694,2,2704203,"LIMOEIRO DE ANADIA"
1695,2,2704302,MACEIÓ
1696,2,2704401,"MAJOR ISIDORO"
1697,2,2704500,MARAGOGI
1698,2,2704609,MARAVILHA
1699,2,2704708,"MARECHAL DEODORO"
1700,2,2704807,MARIBONDO
1701,2,2704906,"MAR VERMELHO"
1702,2,2705002,"MATA GRANDE"
1703,2,2705101,"MATRIZ DE CAMARAGIBE"
1704,2,2705200,MESSIAS
1705,2,2705309,"MINADOR DO NEGRÃO"
1706,2,2705408,MONTEIRÓPOLIS
1707,2,2705507,MURICI
1708,2,2705606,"NOVO LINO"
1709,2,2705705,"OLHO D'ÁGUA DAS FLORES"
1710,2,2705804,"OLHO D'ÁGUA DO CASADO"
1711,2,2705903,"OLHO D'ÁGUA GRANDE"
1712,2,2706000,OLIVENÇA
1713,2,2706109,"OURO BRANCO"
1714,2,2706208,PALESTINA
1715,2,2706307,"PALMEIRA DOS ÍNDIOS"
1716,2,2706406,"PÃO DE AÇÚCAR"
1717,2,2706422,PARICONHA
1718,2,2706448,PARIPUEIRA
1719,2,2706505,"PASSO DE CAMARAGIBE"
1720,2,2706604,"PAULO JACINTO"
1721,2,2706703,PENEDO
1722,2,2706802,PIAÇABUÇU
1723,2,2706901,PILAR
1724,2,2707008,PINDOBA
1725,2,2707107,PIRANHAS
1726,2,2707206,"POÇO DAS TRINCHEIRAS"
1727,2,2707305,"PORTO CALVO"
1728,2,2707404,"PORTO DE PEDRAS"
1729,2,2707503,"PORTO REAL DO COLÉGIO"
1730,2,2707602,QUEBRANGULO
1731,2,2707701,"RIO LARGO"
1732,2,2707800,ROTEIRO
1733,2,2707909,"SANTA LUZIA DO NORTE"
1734,2,2708006,"SANTANA DO IPANEMA"
1735,2,2708105,"SANTANA DO MUNDAÚ"
1736,2,2708204,"SÃO BRÁS"
1737,2,2708303,"SÃO JOSÉ DA LAJE"
1738,2,2708402,"SÃO JOSÉ DA TAPERA"
1739,2,2708501,"SÃO LUÍS DO QUITUNDE"
1740,2,2708600,"SÃO MIGUEL DOS CAMPOS"
1741,2,2708709,"SÃO MIGUEL DOS MILAGRES"
1742,2,2708808,"SÃO SEBASTIÃO"
1743,2,2708907,SATUBA
1744,2,2708956,"SENADOR RUI PALMEIRA"
1745,2,2709004,"TANQUE D'ARCA"
1746,2,2709103,TAQUARANA
1747,2,2709152,"TEOTÔNIO VILELA"
1748,2,2709202,TRAIPU
1749,2,2709301,"UNIÃO DOS PALMARES"
1750,2,2709400,VIÇOSA
1751,26,2800100,"AMPARO DE SÃO FRANCISCO"
1752,26,2800209,AQUIDABÃ
1753,26,2800308,ARACAJU
1754,26,2800407,ARAUÁ
1755,26,2800506,"AREIA BRANCA"
1756,26,2800605,"BARRA DOS COQUEIROS"
1757,26,2800670,BOQUIM
1758,26,2800704,"BREJO GRANDE"
1759,26,2801009,"CAMPO DO BRITO"
1760,26,2801108,CANHOBA
1761,26,2801207,"CANINDÉ DE SÃO FRANCISCO"
1762,26,2801306,CAPELA
1763,26,2801405,CARIRA
1764,26,2801504,CARMÓPOLIS
1765,26,2801603,"CEDRO DE SÃO JOÃO"
1766,26,2801702,CRISTINÁPOLIS
1767,26,2801900,CUMBE
1768,26,2802007,"DIVINA PASTORA"
1769,26,2802106,ESTÂNCIA
1770,26,2802205,"FEIRA NOVA"
1771,26,2802304,"FREI PAULO"
1772,26,2802403,GARARU
1773,26,2802502,"GENERAL MAYNARD"
1774,26,2802601,"GRACHO CARDOSO"
1775,26,2802700,"ILHA DAS FLORES"
1776,26,2802809,INDIAROBA
1777,26,2802908,ITABAIANA
1778,26,2803005,ITABAIANINHA
1779,26,2803104,ITABI
1780,26,2803203,"ITAPORANGA D'AJUDA"
1781,26,2803302,JAPARATUBA
1782,26,2803401,JAPOATÃ
1783,26,2803500,LAGARTO
1784,26,2803609,LARANJEIRAS
1785,26,2803708,MACAMBIRA
1786,26,2803807,"MALHADA DOS BOIS"
1787,26,2803906,MALHADOR
1788,26,2804003,MARUIM
1789,26,2804102,"MOITA BONITA"
1790,26,2804201,"MONTE ALEGRE DE SERGIPE"
1791,26,2804300,MURIBECA
1792,26,2804409,NEÓPOLIS
1793,26,2804458,"NOSSA SENHORA APARECIDA"
1794,26,2804508,"NOSSA SENHORA DA GLÓRIA"
1795,26,2804607,"NOSSA SENHORA DAS DORES"
1796,26,2804706,"NOSSA SENHORA DE LOURDES"
1797,26,2804805,"NOSSA SENHORA DO SOCORRO"
1798,26,2804904,PACATUBA
1799,26,2805000,"PEDRA MOLE"
1800,26,2805109,PEDRINHAS
1801,26,2805208,PINHÃO
1802,26,2805307,PIRAMBU
1803,26,2805406,"POÇO REDONDO"
1804,26,2805505,"POÇO VERDE"
1805,26,2805604,"PORTO DA FOLHA"
1806,26,2805703,PROPRIÁ
1807,26,2805802,"RIACHÃO DO DANTAS"
1808,26,2805901,RIACHUELO
1809,26,2806008,RIBEIRÓPOLIS
1810,26,2806107,"ROSÁRIO DO CATETE"
1811,26,2806206,SALGADO
1812,26,2806305,"SANTA LUZIA DO ITANHY"
1813,26,2806404,"SANTANA DO SÃO FRANCISCO"
1814,26,2806503,"SANTA ROSA DE LIMA"
1815,26,2806602,"SANTO AMARO DAS BROTAS"
1816,26,2806701,"SÃO CRISTÓVÃO"
1817,26,2806800,"SÃO DOMINGOS"
1818,26,2806909,"SÃO FRANCISCO"
1819,26,2807006,"SÃO MIGUEL DO ALEIXO"
1820,26,2807105,"SIMÃO DIAS"
1821,26,2807204,SIRIRI
1822,26,2807303,TELHA
1823,26,2807402,"TOBIAS BARRETO"
1824,26,2807501,"TOMAR DO GERU"
1825,26,2807600,UMBAÚBA
1826,5,2900108,ABAÍRA
1827,5,2900207,ABARÉ
1828,5,2900306,ACAJUTIBA
1829,5,2900355,ADUSTINA
1830,5,2900405,"ÁGUA FRIA"
1831,5,2900504,"ÉRICO CARDOSO"
1832,5,2900603,AIQUARA
1833,5,2900702,ALAGOINHAS
1834,5,2900801,ALCOBAÇA
1835,5,2900900,ALMADINA
1836,5,2901007,AMARGOSA
1837,5,2901106,"AMÉLIA RODRIGUES"
1838,5,2901155,"AMÉRICA DOURADA"
1839,5,2901205,ANAGÉ
1840,5,2901304,ANDARAÍ
1841,5,2901353,ANDORINHA
1842,5,2901403,ANGICAL
1843,5,2901502,ANGUERA
1844,5,2901601,ANTAS
1845,5,2901700,"ANTÔNIO CARDOSO"
1846,5,2901809,"ANTÔNIO GONÇALVES"
1847,5,2901908,APORÁ
1848,5,2901957,APUAREMA
1849,5,2902005,ARACATU
1850,5,2902054,ARAÇAS
1851,5,2902104,ARACI
1852,5,2902203,ARAMARI
1853,5,2902252,ARATACA
1854,5,2902302,ARATUÍPE
1855,5,2902401,"AURELINO LEAL"
1856,5,2902500,BAIANÓPOLIS
1857,5,2902609,"BAIXA GRANDE"
1858,5,2902658,BANZAÊ
1859,5,2902708,BARRA
1860,5,2902807,"BARRA DA ESTIVA"
1861,5,2902906,"BARRA DO CHOÇA"
1862,5,2903003,"BARRA DO MENDES"
1863,5,2903102,"BARRA DO ROCHA"
1864,5,2903201,BARREIRAS
1865,5,2903235,"BARRO ALTO"
1866,5,2903276,BARROCAS
1867,5,2903300,"BARRO PRETO"
1868,5,2903409,BELMONTE
1869,5,2903508,"BELO CAMPO"
1870,5,2903607,BIRITINGA
1871,5,2903706,"BOA NOVA"
1872,5,2903805,"BOA VISTA DO TUPIM"
1873,5,2903904,"BOM JESUS DA LAPA"
1874,5,2903953,"BOM JESUS DA SERRA"
1875,5,2904001,BONINAL
1876,5,2904050,BONITO
1877,5,2904100,BOQUIRA
1878,5,2904209,BOTUPORÃ
1879,5,2904308,BREJÕES
1880,5,2904407,BREJOLÂNDIA
1881,5,2904506,"BROTAS DE MACAÚBAS"
1882,5,2904605,BRUMADO
1883,5,2904704,BUERAREMA
1884,5,2904753,BURITIRAMA
1885,5,2904803,CAATIBA
1886,5,2904852,"CABACEIRAS DO PARAGUAÇU"
1887,5,2904902,CACHOEIRA
1888,5,2905008,CACULÉ
1889,5,2905107,CAÉM
1890,5,2905156,CAETANOS
1891,5,2905206,CAETITÉ
1892,5,2905305,CAFARNAUM
1893,5,2905404,CAIRU
1894,5,2905503,"CALDEIRÃO GRANDE"
1895,5,2905602,CAMACAN
1896,5,2905701,CAMAÇARI
1897,5,2905800,CAMAMU
1898,5,2905909,"CAMPO ALEGRE DE LOURDES"
1899,5,2906006,"CAMPO FORMOSO"
1900,5,2906105,CANÁPOLIS
1901,5,2906204,CANARANA
1902,5,2906303,CANAVIEIRAS
1903,5,2906402,CANDEAL
1904,5,2906501,CANDEIAS
1905,5,2906600,CANDIBA
1906,5,2906709,"CÂNDIDO SALES"
1907,5,2906808,CANSANÇÃO
1908,5,2906824,CANUDOS
1909,5,2906857,"CAPELA DO ALTO ALEGRE"
1910,5,2906873,"CAPIM GROSSO"
1911,5,2906899,CARAÍBAS
1912,5,2906907,CARAVELAS
1913,5,2907004,"CARDEAL DA SILVA"
1914,5,2907103,CARINHANHA
1915,5,2907202,"CASA NOVA"
1916,5,2907301,"CASTRO ALVES"
1917,5,2907400,CATOLÂNDIA
1918,5,2907509,CATU
1919,5,2907558,CATURAMA
1920,5,2907608,CENTRAL
1921,5,2907707,CHORROCHÓ
1922,5,2907806,"CÍCERO DANTAS"
1923,5,2907905,CIPÓ
1924,5,2908002,COARACI
1925,5,2908101,COCOS
1926,5,2908200,"CONCEIÇÃO DA FEIRA"
1927,5,2908309,"CONCEIÇÃO DO ALMEIDA"
1928,5,2908408,"CONCEIÇÃO DO COITÉ"
1929,5,2908507,"CONCEIÇÃO DO JACUÍPE"
1930,5,2908606,CONDE
1931,5,2908705,CONDEÚBA
1932,5,2908804,"CONTENDAS DO SINCORÁ"
1933,5,2908903,"CORAÇÃO DE MARIA"
1934,5,2909000,CORDEIROS
1935,5,2909109,CORIBE
1936,5,2909208,"CORONEL JOÃO SÁ"
1937,5,2909307,CORRENTINA
1938,5,2909406,COTEGIPE
1939,5,2909505,CRAVOLÂNDIA
1940,5,2909604,CRISÓPOLIS
1941,5,2909703,CRISTÓPOLIS
1942,5,2909802,"CRUZ DAS ALMAS"
1943,5,2909901,CURAÇÁ
1944,5,2910008,"DÁRIO MEIRA"
1945,5,2910057,"DIAS D'ÁVILA"
1946,5,2910107,"DOM BASÍLIO"
1947,5,2910206,"DOM MACEDO COSTA"
1948,5,2910305,"ELÍSIO MEDRADO"
1949,5,2910404,ENCRUZILHADA
1950,5,2910503,"ENTRE RIOS"
1951,5,2910602,ESPLANADA
1952,5,2910701,"EUCLIDES DA CUNHA"
1953,5,2910727,EUNÁPOLIS
1954,5,2910750,FÁTIMA
1955,5,2910776,"FEIRA DA MATA"
1956,5,2910800,"FEIRA DE SANTANA"
1957,5,2910859,FILADÉLFIA
1958,5,2910909,"FIRMINO ALVES"
1959,5,2911006,"FLORESTA AZUL"
1960,5,2911105,"FORMOSA DO RIO PRETO"
1961,5,2911204,GANDU
1962,5,2911253,GAVIÃO
1963,5,2911303,"GENTIO DO OURO"
1964,5,2911402,GLÓRIA
1965,5,2911501,GONGOGI
1966,5,2911600,"GOVERNADOR MANGABEIRA"
1967,5,2911659,GUAJERU
1968,5,2911709,GUANAMBI
1969,5,2911808,GUARATINGA
1970,5,2911857,HELIÓPOLIS
1971,5,2911907,IAÇU
1972,5,2912004,IBIASSUCÊ
1973,5,2912103,IBICARAÍ
1974,5,2912202,IBICOARA
1975,5,2912301,IBICUÍ
1976,5,2912400,IBIPEBA
1977,5,2912509,IBIPITANGA
1978,5,2912608,IBIQUERA
1979,5,2912707,IBIRAPITANGA
1980,5,2912806,IBIRAPUÃ
1981,5,2912905,IBIRATAIA
1982,5,2913002,IBITIARA
1983,5,2913101,IBITITÁ
1984,5,2913200,IBOTIRAMA
1985,5,2913309,ICHU
1986,5,2913408,IGAPORÃ
1987,5,2913457,IGRAPIÚNA
1988,5,2913507,IGUAÍ
1989,5,2913606,ILHÉUS
1990,5,2913705,INHAMBUPE
1991,5,2913804,IPECAETÁ
1992,5,2913903,IPIAÚ
1993,5,2914000,IPIRÁ
1994,5,2914109,IPUPIARA
1995,5,2914208,IRAJUBA
1996,5,2914307,IRAMAIA
1997,5,2914406,IRAQUARA
1998,5,2914505,IRARÁ
1999,5,2914604,IRECÊ
2000,5,2914653,ITABELA
2001,5,2914703,ITABERABA
2002,5,2914802,ITABUNA
2003,5,2914901,ITACARÉ
2004,5,2915007,ITAETÉ
2005,5,2915106,ITAGI
2006,5,2915205,ITAGIBÁ
2007,5,2915304,ITAGIMIRIM
2008,5,2915353,"ITAGUAÇU DA BAHIA"
2009,5,2915403,"ITAJU DO COLÔNIA"
2010,5,2915502,ITAJUÍPE
2011,5,2915601,ITAMARAJU
2012,5,2915700,ITAMARI
2013,5,2915809,ITAMBÉ
2014,5,2915908,ITANAGRA
2015,5,2916005,ITANHÉM
2016,5,2916104,ITAPARICA
2017,5,2916203,ITAPÉ
2018,5,2916302,ITAPEBI
2019,5,2916401,ITAPETINGA
2020,5,2916500,ITAPICURU
2021,5,2916609,ITAPITANGA
2022,5,2916708,ITAQUARA
2023,5,2916807,ITARANTIM
2024,5,2916856,ITATIM
2025,5,2916906,ITIRUÇU
2026,5,2917003,ITIÚBA
2027,5,2917102,ITORORÓ
2028,5,2917201,ITUAÇU
2029,5,2917300,ITUBERÁ
2030,5,2917334,IUIÚ
2031,5,2917359,JABORANDI
2032,5,2917409,JACARACI
2033,5,2917508,JACOBINA
2034,5,2917607,JAGUAQUARA
2035,5,2917706,JAGUARARI
2036,5,2917805,JAGUARIPE
2037,5,2917904,JANDAÍRA
2038,5,2918001,JEQUIÉ
2039,5,2918100,JEREMOABO
